"","gene","logFC","logCPM","PValue","FDR"
"90","LSM8",1.24395256044101,2.46529279623193,0.0346166905383624,1
"91","SEPTIN1",-1.09082235360526,2.81010544534587,0.0361969386655109,1
"92","LOC112810417",-1.15552891773497,1.3088274698817,0.0362212690637553,1
"93","RACK1",-1.97248959156497,2.82061150443846,0.0362455561873678,1
"94","LOC118012965",-1.59765266495339,1.58316234899118,0.0364664172410419,1
"95","GMPPA",-1.03714955081122,1.8246758245206,0.0366613513899206,1
"96","FEZ1",-1.12820350924221,1.66009691922385,0.0369377707855741,1
"97","COPS8",1.0107989002322,2.04212884311083,0.0369792451916648,1
"98","LOC118540837",-1.24137115286209,3.66383569376007,0.0372657818498189,1
"99","NTRK2",-1.46773152689651,1.41822741766021,0.0372766061711757,1
"100","RPS14",-1.89356342174927,3.03572944047526,0.0373239253814028,1
"101","SLC6A4",-1.64160328180746,2.93175341473311,0.0376691253575744,1
"102","SLC13A4",1.14069357858905,2.80225898403717,0.0378521134212521,1
"103","IER2",-1.24593987126415,2.26453469652166,0.0380083239586736,1
"104","G6PD",-1.97922116771789,2.39363776824935,0.0391606799302154,1
"105","RPL31",1.60959261471738,7.79317744600079,0.0392167423137984,1
"106","RPS7",1.3916120339596,7.93691305863157,0.0395909708141788,1
"107","CUTC",1.00825772885765,2.29711299972527,0.0396262706236025,1
"108","LOC118531699",1.20377492077879,4.03228776888834,0.0405862073114231,1
"109","PGK1",-2.6086887743475,1.59824200733111,0.0407374742753158,1
"110","BACH2",1.1339543914036,3.59664740024449,0.0411525253999976,1
"111","RBM18",1.07348617724278,1.85942256327647,0.0421953906696756,1
"112","CLDN4",-1.74194233794095,0.993324117313574,0.0423886490027466,1
"113","HLA-DQA1",-1.91675735451578,3.24180371974908,0.0427981379110381,1
"114","PRSS57",-1.03466522897479,4.97250683438867,0.0431743183568405,1
"115","RABGGTB",1.05213043809334,4.00794009006376,0.0432143914160716,1
"116","MRPL1",1.30469700679658,2.49656344126625,0.0433642887009749,1
"117","PDGFD",-1.00071369227887,3.74460520874946,0.0438013457952689,1
"118","GYPC",-1.05315322514986,3.08909240976159,0.0439871246157757,1
"119","RPS16",-1.17901980333253,3.01149546972715,0.0441086519725635,1
"120","ATP6V0D2",-1.10426947523824,5.34801759537531,0.0444439725734215,1
"121","TAPBP",-1.86420254677557,2.3553765464899,0.044893591234563,1
"122","CHMP2A",-1.07085824868009,5.95723522371759,0.0451632716081871,1
"123","CAPN3",-1.56499465464207,1.76830300673361,0.04538425378529,1
"124","IFIT2",-1.87756917946398,4.1252207861056,0.0464963328562828,1
"125","PROM2",-1.15461092714659,2.20706843771031,0.0467951374236654,1
"126","RPS3",-1.45691198728494,3.40516679458057,0.0468316414980247,1
"127","COX6B1",-1.25218990314651,2.18655824323717,0.0470219807148398,1
"128","LOC118529198",-1.41542451396703,1.36766921827689,0.0470561705932647,1
"129","HLA-DMB",-2.0924881055997,1.11154651881621,0.0470842820605428,1
"130","NRGN",-1.03163747320012,7.50201126961752,0.0473878226038556,1
"131","MOB3B",-1.0969916385717,1.4846994057935,0.0473993164406851,1
"132","ZNF181",1.11708888689062,3.57572671590661,0.047907918615133,1
"133","LOC118526183",-1.11271682484698,1.76709565765927,0.0490711913977395,1
"134","ZNF780A",1.06163716628072,1.66215414357268,0.0496103301175719,1
